Category_name,prodtype,#Website_link,Page_type,VMID,ID,Name,Short_description,Description,rxcode,first_paragraph,features,@image,sizes_dia,size_min,size_max,max_pressure,temp_min,temp_max,operation,connection,material,materialsu,sterilizable,shore_hardness,leak_resistance,flowrate_min,flowrate_max
"Tank sight glasses",SS,https://romynox.nl/spk-aerre-inox-sight-glass-clamped?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,2,27,3689,"AERRE INOX - SPK Flat Sight Glass Clamped","Flat Clamp Sight Glass","The Aerre Inox SPK Sight Glass is designed to offer good process visibility at a tri-clamp or TK connection. Fast and simple installation and maintenance. Very compact construction with large viewing area and no product entrapment.","SPK ","Very compact sight glass for a perfect fit in a tri-clamp or flush mounted TK-connections. ","Autoclavable, CIP/SIP RXBLLTEach ferrule is marked with Heat No. for full lot traceability RXBLLTNo product entrapment RXBLLTFlat and simple installation and maintenance",/product-images/AR_Sight_Glass_SPH-and-SPT.jpg,,1,4,6,,150,,Tri-Clamp,"Borosilicate, 316L (1.4404)",,,,,,
"Tank sight glasses",SS,https://romynox.nl/metaclamp-type-80-metaglas-sight-glass?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,2,675,3165,"METAGLAS - Type 80 Sight Glass METACLAMP","Fused metal-glass Sight Glass for Sanitairy Clamp Fitting","Romynox supplies various Metaglas sight glasses, which are very suitable for aseptic and sanitary applications. Type 80 sight glass from Metaglas is placed in tri-clamps. The sight glass is easy and quick to install and easy to maintain. Sight glasses from Metaglas are characterized by a sight glass that has been fused into a steel ring. The different expansion coefficients of glass and metal cause a compressive stress in the glass. The mechanical prestress commands a higher security compared to thermally prestressed glass; an unexpected rupture is fully excluded and the glass has an extreme resistance to shock and temperature. The sight glasses meet the requirements according to ASME BPE.","QMU ","Type 80 sight glass from Metaglas is placed in tri-clamps. The sight glass is easy and quick to install and easy to maintain.","Extreme compact construction RXBLLTExtreme resistant to impact and temperature RXBLLTEasy and fast installation and maintenance RXBLLTSuitable for highly sterile applications (A3 standard); pharmaceutical and food industry RXBLLTSuitable for CIP",/product-images/Metaglas_Sight_Glass_Type_80.jpg,,1/2,12,16,,,,Tri-Clamp,"Borosilicate, Duplex (1.4462, 316L (1.4435), C22 (2.4602)",,,,,,
"Tank sight glasses",SS,https://romynox.nl/metaclamp-type-80-etw-metaglas-sight-glass-with-light?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,2,682,3168,"METAGLAS - Type 80.ETW Sight Glass with light","Fused metal-glass Sight Glass for Sanitairy Clamp Fitting with SGL build-in light","Romynox supplies various Metaglas sight glasses, which are very suitable for aseptic and sanitary applications. Sight glass Type 80.etw is placed in a tri-clamp and is provided with a lamp, through which the tank/vessel or pipeline can be illuminated.  The sight glass is easy and quick to install and easy to maintain. The light is fully waterproof (IP68) and easy to clean. Sight glasses from Metaglas are characterized by a sight glass that has been fused into a steel ring. The different expansion coefficients of glass and metal cause a compressive stress in the glass. The mechanical prestress commands a higher security compared to thermally prestressed glass; an unexpected rupture is fully excluded and the glass has an extreme resistance to shock and temperature. The sight glasses meet the requirements according to ASME BPE.","QMV ","Sight glass Type 80.etw is placed in a tri-clamp and is provided with a lamp, through which the tank/vessel or pipeline can be illuminated.","Compact design RXBLLTEasy to install RXBLLTRobust and simple in maintenance RXBLLTLong operating time",/product-images/Metaglas-Sightglass-Kijkglas-Type-80-etw.jpg,,4,8,10,,,,Tri-Clamp,"Duplex (1.4462, 316L (1.4435), C22 (2.4602)",,,,,,
"Tank sight glasses",SS,https://romynox.nl/metaclamp-type-80-na-metaglas-sight-glass?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,2,673,3171,"METAGLAS - Type 80.NA Sight Glass","Sight glass for flush mounted NA connections","Romynox supplies various Metaglas sight glasses, which are very suitable for aseptic and sanitary applications. The Metaglas Type 80.NA sight glasses are designed to fit the flush-mounted NA-connection systems to offer clear visibility of the process, and unmatched safety with easy cleaning and sterilization. The Metaglas Sight Glasses have an extreme compact construction and are suited for aspectic applications within the pharmaceutical industry. Next to this, the dead leag is eliminated by a standard ferrule connection, which is why air bubbles and unsolved trapped material is avoided. Sight glasses from Metaglas are characterized by a sight glass that has been fused into a steel ring. The different expansion coefficients of glass and metal cause a compressive stress in the glass. The mechanical prestress commands a higher security compared to thermally prestressed glass; an unexpected rupture is fully excluded and the glass has an extreme resistance to shock and temperature. The sight glasses meet the requirements according to ASME BPE.","QMT ","The Metaglas Type 80.NA sight glasses are designed to fit the flush-mounted NA-connection systems to offer clear visibility of the process, and unmatched safety with easy cleaning and sterilization.","Suitable for aseptic pharmaceutical and food applications (3-A Standard) RXBLLTEasy validation of connection for sterilization and cleaning RXBLLTExtremely compact construction RXBLLTSimple installation and maintenance RXBLLTLong working time RXBLLTGlass resistant to catastrophic failure",/product-images/Metaglas_Type_80NA.jpg,,1/2,"4 1/2",7,,,,,"Duplex (1.4462, 316L (1.4404), C22 (2.4602)",,,,,,
"Tank sight glasses",SS,https://romynox.nl/metaclamp-type-80-sl-metaglas-sight-glass?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,2,683,3174,"METAGLAS - Type 80.SL.W Sight Glass","Sight glass for tri-clamps with Soda-Lime glass","Sight glasses from Metaglas are characterized by a sight glass that has been fused into a steel ring. The sight glasses meet the requirements according to ASME BPE.The Soda-lLme glass is less resistant to thermal shock than borosilicate glass, which is used in some other Metaglas viewing glasses.","QMW ","Romynox supplies various Metaglas sight glasses, which are very suitable for aseptic and sanitary applications. METACLAMP Type 80.SL from Metaglas has a relatively big glass diameter, which gives an extra good view.","Aseptic design RXBLLTSecurity against total fail RXBLLTFast & simple installation & maintenance RXBLLTLong operating time RXBLLTBig glass diameter RXBLLTLimited usable for pressure vessels RXBLLT ",/product-images/Metaglas-Sightglass-Kijkglas-Type-80SL.jpg,,1,12,16,,,,Tri-Clamp,"Duplex (1.4462, B270 Sodalime, 316L (1.4435), C22 (2.4602)",,,,,,
"Tank sight glasses",SS,https://romynox.nl/metaclamp-type-80-sw-metaglas-sight-glass?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,2,684,3177,"METAGLAS - Type 80.SW Sight Glass","Sight glass for tri-clamp fitting with wiper","Romynox supplies various Metaglas sight glasses, which are very suitable for aseptic and sanitary applications. METACLAMP Type 80.SW intended for a tri-clamp fittings has a wiper on the inside for removing media that obscures the view. The wipers can be supplied in materials PTFE or silicone. Sight glasses from Metaglas are characterized by a sight glass that has been fused into a steel ring. The different expansion coefficients of glass and metal cause a compressive stress in the glass. The mechanical prestress commands a higher security compared to thermally prestressed glass; an unexpected rupture is fully excluded and the glass has an extreme resistance to shock and temperature. The sight glasses meet the requirements according to ASME BPE.","QMZ ","METACLAMP Type 80.SW intended for a tri-clamp fittings has a wiper on the inside for removing media that obscures the view. The wipers can be supplied in materials PTFE or silicone.","Extremely compact construction RXBLLTReliability against total failure ? the possibility of sudden unexpected rupture is totally excluded RXBLLTFast & simple installation & maintenance RXBLLTLong working time RXBLLTWiper on the inside RXBLLT ",/product-images/Metaglas-Sightglass-Kijkglas-Type-80SW.jpg,,"3 1/2",12,10,-60,150,,Tri-Clamp,"Borosilicate, Duplex (1.4462, B270 Sodalime, 316L (1.4435), C22 (2.4602)",,,,,,
"Tank sight glasses",SS,https://romynox.nl/type-83-metaglas-sight-glass?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,2,685,3976,"METAGLAS - Type 83 Sight Glass","Sight glass for aseptic DIN 11864-1 screwed connections","Romynox supplies various Metaglas sight glasses, which are very suitable for aseptic and sanitary applications. Type 83 from Metaglas is specially designed where an aseptic DIN 11864-1 screwed connection is needed. The design is compact, robust, and easy to install. The O-rings and installation nut for this sight glass are optionally available. Sight glasses from Metaglas are characterized by a sight glass that has been fused into a steel ring. The sight glasses meet the requirements according to ASME BPE.","QMI ","Type 83 from Metaglas is specially designed where an aseptic DIN 11864-1 screwed connection is needed.","Suited for aseptic DIN 11864-1 screwed connection RXBLLTCompact design RXBLLTEasy cleaning ? gap can be checked RXBLLTSuitable for CIP and SIP cleaning RXBLLTMaximum visual aperture RXBLLTSecurity against total failure",/product-images/Metaglas-Sightglass-Kijkglas-Type-83.jpg,,"1 1/2",4,"25     ",-30,280,,,"Borosilicate, Duplex (1.4462, 316L (1.4435), C22 (2.4602)",,,,,,
"Tank sight glasses",SS,https://romynox.nl/type-84-metaglas-sight-glass?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,2,686,3979,"METAGLAS - Type 84 Sight Glass","Sight glass for aseptic DIN 11864-2 flange connection","Romynox supplies various Metaglas sight glasses, which are very suitable for aseptic and sanitary applications. Type 84 sight glass for Metaglas is specially designed where an aseptic DIN 11864-2 flange connection is asked. The design is compact, robust, and easy to install. The O-ring for this sight glass is optionally available. Sight glasses from Metaglas are characterized by a sight glass that has been fused into a steel ring. The sight glasses meet the requirements according to ASME BPE.","QMJ ","Type 84 sight glass for Metaglas is specially designed where an aseptic DIN 11864-2 flange connection is asked.","Suited for aseptic DIN 11864-2 flange connections RXBLLTComplies with GMP for clean condition, cleaning, sterilization RXBLLTSealing profile according to recommendations of EHEDG and ASME BPE RXBLLTSuitable for CIP and SIP cleaning RXBLLTSight glass koncave on both side RXBLLTSecurity against total failure RXBLLTLong operating time RXBLLT ",/product-images/Metaglas-Sightglass-Kijkglas-Type-84.jpg,,"1 1/2",6,16,-30,280,,,"Borosilicate, Duplex (1.4462, 316L (1.4435), C22 (2.4602)",,,,,,
"Tank sight glasses",SS,https://romynox.nl/type-85-metaglas-sight-glass?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,2,687,3982,"METAGLAS - Type 85 Sight Glass","For Aseptic Clamp Pipe Connection DIN 11864-3","The design is compact, robust and, easy to install. The o-rings and tri-clamps for this sight glass are optionally available.Sight glasses from Metaglas are characterized by a sight glass that has been fused into a steel ring. The sight glasses meet the requirements according to ASME BPE.","QMK ","Romynox supplies various Metaglas sight glasses, which are very suitable for aseptic and sanitary applications. Type 85 sight glass from Metaglas is specially designed where an aseptic DIN 11864-3 clamp connection is needed.","Suited for aseptic DIN 11864-3 clamp connection RXBLLTFulfills the GMP RXBLLTSealing profile according to recommendations of EHEDG and ASME BPE  RXBLLTVersion with raised lip for installation on recessed face sterile duty flange form A RXBLLTSuitable for CIP and SIP cleaning RXBLLTSecurity against total failure",/product-images/Metaglas-Sightglass-Kijkglas-Type-85.jpg,,1,4,16,-30,280,,,"Borosilicate, Duplex (1.4462, 316L (1.4435), C22 (2.4602)",,,,,,
"Tank sight glasses",SS,https://romynox.nl/type-89-metaglas-sight-glass?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,2,688,3985,"METAGLAS - Type 89 Sight Glass","Sight glass for sanitary clamp fitting DIN32 676 / ISO 2852","Type 89 sight glass from Metaglass is robust and easy to install. Suitable for food processing & other sterile applications.Sight glasses from Metaglas are characterized by a sight glass that has been fused into a steel ring. The sight glasses meet the requirements according to ASME BPE.","QMN ","Romynox supplies various Metaglas sight glasses, which are very suitable for aseptic and sanitary applications. The design has a relatively large glass, which gives an extra good sight. ","Simple and fast installation and maintenance RXBLLTRelatively large glass which gives a large view RXBLLTExtremely compact construction RXBLLTSuitable for food processing & other sterile applications RXBLLTReliability against total failure ? the possibility of sudden unexpected rupture is totally excluded RXBLLTExtreme resistance to impact and temperature",/product-images/Metaglas-Sightglass-Kijkglas-Type-89.jpg,,1,8,16,,,,Tri-Clamp,"Borosilicate, Duplex (1.4462, 316L (1.4435), C22 (2.4602)",,,,,,
"Tank sight glasses",SS,https://romynox.nl/type-99-na-metaglas-sight-glass?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,2,672,3991,"METAGLAS - Type 99.NA Sight Glass","Sight glass for NA-Connect Flush mounted fitting","The Metaglas Sightglasses have an extreme compact construction and are suited for aspectic applications within the pharmaceutical industry. The Metaglas Type 99.NA Sight Glassses are designed to fit in NA-connection systems to offer clear visibility of the process. The sight glasses are easy to install, have easy validation and connection for sterilization and cleaning. Next to this, the dead leag is eliminated by a standard ferrule connection, which is why air bubbles and unsolved trapped material is avoided. Sight glasses from Metaglas are characterized by a sight glass that has been fused into a steel ring. The different expansion coefficients of glass and metal cause a compressive stress in the glass. The mechanical prestress commands a higher security compared to thermally prestressed glass; an unexpected rupture is fully excluded and the glass has an extreme resistance to shock and temperature. The sight glasses meet the requirements according to ASME BPE.","QMS ","The Type 99.NA Sight Glasses from Metglas are designed to fit in NA-connection systems to offer clear visibility of the process.","Extreme compact design RXBLLTEasy installation and maintenance RXBLLTSuitable for aseptic pharmaceutical and food applications (3-A standard) RXBLLTLong working time RXBLLTGlas is bestand tegen kapot gaan",/product-images/Metaglas_Type_99_NA.jpg,,1/2,"4 1/2",7,-30,280,,,"Borosilicate, Duplex (1.4462, 316L (1.4435), C22 (2.4602)",,,,,,
